EAN,SKU,Produkt,Variant,Storlek,Centra Antal,Centra COG (SEK),Centra Enhetskostnad,ES Antal,ES FIFO-värde (SEK),ES Snittkostnad,ES Källa,Antal Diff,Värde Diff (SEK),Värde Diff %,Möjlig Orsak
7340119389980,VA0259,"M Tvärå Down Jacket","Ivy Green",XL,15,15750,1050,15,16039.2,1069.28,delivery,0,289.2,1.84,"Enhetskostnad: +1.8%"
7340119364901,SP1194-W,"W Haväng Summer Shirt","Blue Stripe",L,38,15352,404,38,15641.18,411.61,delivery,0,289.18,1.88,"Enhetskostnad: +1.9%"
7340119371558,AW166-W,"W Vargön Fat Wool Jacket","Off White",XXL,6,3180,530,6,3469.14,578.19,delivery,0,289.14,9.09,"Frakt/tull ingår troligen i ES"
7340119388501,VA0297,"W Mattmar Baselayer Pant","Ink Blue",L,31,8525,275,31,8236.1,265.68,delivery,0,-288.9,-3.39,"Enhetskostnad: -3.4%"
7340119370629,AW333-M,"M Stockholm City Parka","City Black",L,23,19320,840,23,19036.41,827.67,delivery,0,-283.59,-1.47,"Enhetskostnad: -1.5%"
7340119362341,SP775-W,"W Styrsö Wool Zip Jersey","Navy Blue",S,13,5330,410,13,5612.36,431.72,delivery,0,282.36,5.3,"Frakt/tull ingår troligen i ES"
7340119386897,VA0289,"M Koltjärn Baselayer Top","Thyme Green",M,21,3360,160,21,3641.4,173.4,delivery,0,281.4,8.38,"Frakt/tull ingår troligen i ES"
7340119357521,SP23-W,"W Andenäs Insulation Jacket","Magnet Grey",XL,4,3040,760,4,2758.92,689.73,delivery,0,-281.08,-9.25,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119362273,SP1001-W,"W Ängsö T-Shirt","White",L,28,2828,101,28,3103.52,110.84,delivery,0,275.52,9.74,"Frakt/tull ingår troligen i ES"
7340119388440,VA0297,"W Mattmar Baselayer Pant","Mesa Rose",L,29,7975,275,29,7700.08,265.52,delivery,0,-274.92,-3.45,"Enhetskostnad: -3.4%"
7340119373583,AW101-W,"W Blanktjärn Merino Wool Jersey","Dark Emerald Green",S,32,8096,253,32,7825.6,244.55,delivery,0,-270.4,-3.34,"Enhetskostnad: -3.3%"
7340119360231,SP1194-W,"W Haväng Summer Shirt","White",L,58,23200,400,58,23469.18,404.64,delivery,0,269.18,1.16,"Enhetskostnad: +1.2%"
7340119373651,AW100-W,"W Blanktjärn Merino Wool Pant","Dark Emerald Green",M,49,11025,225,49,11290.09,230.41,delivery,0,265.09,2.4,"Enhetskostnad: +2.4%"
7340119390429,AW125-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",M,52,25480,490,52,25744.16,495.08,delivery,0,264.16,1.04,"Enhetskostnad: +1.0%"
7340119382714,VA0252,"M Bohus Overshirt Jacket","Mermaid Green",L,58,28309.8,488.1,58,28571.38,492.61,delivery,0,261.58,0.92,"Minimal avvikelse"
7340119360484,AW401-W,"W Älgön 2.0 Down Hood Anorak","Urban Green",S,26,29120,1120,26,28861.3,1110.05,delivery,0,-258.7,-0.89,"Minimal avvikelse"
7340119353639,SP193-W,"W Åbo Active Skirt","Covert Green",S,8,3240,405,8,2981.84,372.73,delivery,0,-258.16,-7.97,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119385807,VA0268,"M Funäs Pile Hood","Earthy Blue Check",L,63,21672,344,63,21926.1,348.03,delivery,0,254.1,1.17,"Enhetskostnad: +1.2%"
7340119372142,AW12-W,"W Fårö Wool Jersey","Dark Emerald Green",XS,6,2340,390,6,2086.62,347.77,delivery,0,-253.38,-10.83,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119388600,VA0296,"W Mattmar Baselayer Top","Ink Blue",S,23,7061,307,23,6807.77,295.99,delivery,0,-253.23,-3.59,"Enhetskostnad: -3.6%"
7340119353837,SP50-W,"W Österlen Outdoor Tights","Graphite Black",M,13,1977.3,152.1,13,1726.53,132.81,delivery,0,-250.77,-12.68,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119360354,AW2-W,"W Älgön Down Hood Anorak Jacket","Chocolate Brown",M,32,26784,837,32,26537.92,829.31,delivery,0,-246.08,-0.92,"Minimal avvikelse"
7340119381533,VA0240,"W Saltön Lightweight Coat","Silver Sage",M,40,30140,753.5,40,29894,747.35,delivery,0,-246,-0.82,"Minimal avvikelse"
7340119360811,AW330-W,"W Tärnaby Winter Skirt","Carbon Black",M,37,26088.7,705.1,37,25843.02,698.46,delivery,0,-245.68,-0.94,"Minimal avvikelse"
7340119370506,AW333-W,"W Stockholm City Parka","City Black",M,30,24600,820,30,24356.1,811.87,delivery,0,-243.9,-0.99,"Minimal avvikelse"
7340119371657,AW166-M,"M Vargön Fat Wool Jacket","Granite Grey",XL,4,2118.2,529.55,4,2359.35,589.84,delivery,0,241.15,11.38,"Frakt/tull ingår troligen i ES"
7340119373644,AW100-W,"W Blanktjärn Merino Wool Pant","Dark Emerald Green",S,41,9225,225,41,9466.07,230.88,delivery,0,241.07,2.61,"Enhetskostnad: +2.6%"
7340119386002,VA0271,"W Funäs Pile Hood","Almond White",M,69,22218,322,69,22457.48,325.47,delivery,0,239.48,1.08,"Enhetskostnad: +1.1%"
7340119390412,AW125-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",S,39,19070,488.97,39,19308.12,495.08,delivery,0,238.12,1.25,"Enhetskostnad: +1.2%"
7340119373514,AW625-W,"W Vargön Fat Wool Vest","Black Granite",XXL,8,3600,450,8,3836.72,479.59,delivery,0,236.72,6.58,"Frakt/tull ingår troligen i ES"
7340119384664,VA0262,"W Ramsvik Active Dress","Lava Black",M,58,27927,481.5,58,27696.74,477.53,delivery,0,-230.26,-0.82,"Minimal avvikelse"
7340119371954,AW459-W,"W Duved Wool Anorak","Rust Orange",S,12,6660,555,12,6429.84,535.82,delivery,0,-230.16,-3.46,"Enhetskostnad: -3.5%"
7340119382707,VA0252,"M Bohus Overshirt Jacket","Mermaid Green",M,51,24893.1,488.1,51,25123.11,492.61,delivery,0,230.01,0.92,"Minimal avvikelse"
7340119389621,VA0281,"W Lillå Padded Shirt","Ink Blue",M,59,28320,480,59,28090.49,476.11,delivery,0,-229.51,-0.81,"Minimal avvikelse"
7340119381540,VA0240,"W Saltön Lightweight Coat","Silver Sage",L,37,27879.5,753.5,37,27651.95,747.35,delivery,0,-227.55,-0.82,"Minimal avvikelse"
7340119373200,AW79,"U Blåsten Wool Cap","Dark Grey with Blue Ashes",One size,53,7685,145,53,7457.63,140.71,delivery,0,-227.37,-2.96,"Enhetskostnad: -3.0%"
7340119373613,AW101-W,"W Blanktjärn Merino Wool Jersey","Dark Emerald Green",XL,37,9233.8,249.56,37,9008.51,243.47,delivery,0,-225.29,-2.44,"Enhetskostnad: -2.4%"
7340119384893,AW127-W,"W Kalix Winter Parka","Arctic Blue",M,46,32200,700,46,31975.06,695.11,delivery,0,-224.94,-0.7,"Minimal avvikelse"
7340119370612,AW333-M,"M Stockholm City Parka","City Black",M,18,15120,840,18,14898.06,827.67,delivery,0,-221.94,-1.47,"Enhetskostnad: -1.5%"
7340119388549,VA0296,"W Mattmar Baselayer Top","Mesa Rose",S,22,6732,306,22,6511.78,295.99,delivery,0,-220.22,-3.27,"Enhetskostnad: -3.3%"
7340119384121,AW12-W,"W Fårö Wool Jersey","Off White",XXL,13,4810,370,13,4592.08,353.24,delivery,0,-217.92,-4.53,"Enhetskostnad: -4.5%"
7340119353851,SP50-W,"W Österlen Outdoor Tights","Graphite Black",XL,11,1673.1,152.1,11,1460.91,132.81,delivery,0,-212.19,-12.68,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119385906,VA0269,"M Funäs Pile Vest","Earthy Blue Check",L,86,24768,288,86,24976.66,290.43,delivery,0,208.66,0.84,"Minimal avvikelse"
7340119373491,AW625-W,"W Vargön Fat Wool Vest","Black Granite",XL,9,4050,450,9,4256.91,472.99,delivery,0,206.91,5.11,"Frakt/tull ingår troligen i ES"
7340119382998,VA0280,"M Fjällnäs Baselayer Pant","Dark Emerald Green",M,27,7011.9,259.7,27,6804.99,252.04,delivery,0,-206.91,-2.95,"Enhetskostnad: -2.9%"
7340119353929,SP550-W,"W Åhus Biker Shorts","Graphite Black",M,16,1840,115,16,1639.68,102.48,delivery,0,-200.32,-10.89,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119388426,VA0297,"W Mattmar Baselayer Pant","Mesa Rose",S,21,5775,275,21,5575.92,265.52,delivery,0,-199.08,-3.45,"Enhetskostnad: -3.4%"
7340119388488,VA0297,"W Mattmar Baselayer Pant","Ink Blue",S,21,5775,275,21,5575.92,265.52,delivery,0,-199.08,-3.45,"Enhetskostnad: -3.4%"
7340119380864,AW12-W,"W Fårö Wool Jersey","Sand",XS,8,2960,370,8,2766.48,345.81,delivery,0,-193.52,-6.54,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119364895,SP1194-W,"W Haväng Summer Shirt","Blue Stripe",M,25,10100,404,25,10290.25,411.61,delivery,0,190.25,1.88,"Enhetskostnad: +1.9%"
7340119390436,AW125-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",L,37,18130,490,37,18317.96,495.08,delivery,0,187.96,1.04,"Enhetskostnad: +1.0%"
7340119353936,SP550-W,"W Åhus Biker Shorts","Graphite Black",L,15,1725,115,15,1537.2,102.48,delivery,0,-187.8,-10.89,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119362280,SP1001-W,"W Ängsö T-Shirt","White",XL,19,1919,101,19,2105.96,110.84,delivery,0,186.96,9.74,"Frakt/tull ingår troligen i ES"
7340119384671,VA0262,"W Ramsvik Active Dress","Lava Black",L,47,22630.5,481.5,47,22443.91,477.53,delivery,0,-186.59,-0.82,"Minimal avvikelse"
7340119389324,AW127-W,"W Kalix Winter Parka","Dark Emerald Green",L,38,26600,700,38,26414.18,695.11,delivery,0,-185.82,-0.7,"Minimal avvikelse"
7340119379240,VA0241,"W Dyrön Active Shorts","Oyster White",XL,15,4560,304,15,4374.45,291.63,delivery,0,-185.55,-4.07,"Enhetskostnad: -4.1%"
7340119364819,AW577-M,"M Haga Shirt Jacket","Sand Shell",L,2,862.98,431.49,2,1048.28,524.14,delivery,0,185.3,21.47,"Stor kostnadsskillnad - kontrollera"
7340119364413,SP999-W,"W Åhus Long Arm Active Tee","Ocean Blue",XS,5,1131,226.2,5,1315.3,263.06,delivery,0,184.3,16.3,"Frakt/tull ingår troligen i ES"
7340119370131,SP999-W,"W Åhus Long Arm Active Tee","Ocean Blue",XXL,5,1131,226.2,5,1315.3,263.06,delivery,0,184.3,16.3,"Frakt/tull ingår troligen i ES"
7340119383018,VA0280,"M Fjällnäs Baselayer Pant","Dark Emerald Green",XL,24,6232.8,259.7,24,6049.17,252.05,delivery,0,-183.63,-2.95,"Enhetskostnad: -2.9%"
7340119380536,VA0245,"W Aspen Active Pant","Lava Black",M,55,22220,404,55,22037.4,400.68,delivery,0,-182.6,-0.82,"Minimal avvikelse"
7340119385050,VA0274,"W Bräcke Knitted T-Neck","Dark Blue with Off White",S,20,13600,680,20,13782.1,689.11,delivery,0,182.1,1.34,"Enhetskostnad: +1.3%"
7340119386835,VA0290,"M Koltjärn Baselayer Pant","Ink Blue",S,37,5661,153,37,5840.82,157.86,delivery,0,179.82,3.18,"Enhetskostnad: +3.2%"
7340119355466,BAS5,"Varg Headband","Light Grey/Arctic Blue",One size,51,3162,62,51,2983.5,58.5,delivery,0,-178.5,-5.65,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119360217,SP1194-W,"W Haväng Summer Shirt","White",S,36,14400,400,36,14578.2,404.95,delivery,0,178.2,1.24,"Enhetskostnad: +1.2%"
7340119373453,AW625-W,"W Vargön Fat Wool Vest","Black Granite",XS,6,2700,450,6,2877.54,479.59,delivery,0,177.54,6.58,"Frakt/tull ingår troligen i ES"
7340119360347,AW2-W,"W Älgön Down Hood Anorak Jacket","Chocolate Brown",S,23,19251,837,23,19074.13,829.31,delivery,0,-176.87,-0.92,"Minimal avvikelse"
7340119384886,AW127-W,"W Kalix Winter Parka","Arctic Blue",S,36,25200,700,36,25023.96,695.11,delivery,0,-176.04,-0.7,"Minimal avvikelse"
7340119384909,AW127-W,"W Kalix Winter Parka","Arctic Blue",L,36,25200,700,36,25023.96,695.11,delivery,0,-176.04,-0.7,"Minimal avvikelse"
7340119386866,VA0290,"M Koltjärn Baselayer Pant","Ink Blue",XL,36,5508,153,36,5682.96,157.86,delivery,0,174.96,3.18,"Enhetskostnad: +3.2%"
7340119384657,VA0262,"W Ramsvik Active Dress","Lava Black",S,44,21186,481.5,44,21011.32,477.53,delivery,0,-174.68,-0.82,"Minimal avvikelse"
7340119370087,SP50-W,"W Österlen Outdoor Tights","Graphite Black",XXL,9,1368.9,152.1,9,1195.29,132.81,delivery,0,-173.61,-12.68,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119387665,VA0259,"M Tvärå Down Jacket","Arctic Blue",XL,9,9450,1050,9,9623.52,1069.28,delivery,0,173.52,1.84,"Enhetskostnad: +1.8%"
7340119379196,VA0241,"W Dyrön Active Shorts","Lava Black",XL,14,4256,304,14,4082.82,291.63,delivery,0,-173.18,-4.07,"Enhetskostnad: -4.1%"
7340119370605,AW333-M,"M Stockholm City Parka","City Black",S,14,11760,840,14,11587.38,827.67,delivery,0,-172.62,-1.47,"Enhetskostnad: -1.5%"
7340119361092,AW125-M,"M Vargön Fat Wool Vest","Dark Chocolate",L,27,12687.3,469.9,27,12859.56,476.28,delivery,0,172.26,1.36,"Enhetskostnad: +1.4%"
7340119381557,VA0240,"W Saltön Lightweight Coat","Silver Sage",XL,28,21098,753.5,28,20925.8,747.35,delivery,0,-172.2,-0.82,"Minimal avvikelse"
7340119385791,VA0268,"M Funäs Pile Hood","Earthy Blue Check",M,49,16856,344,49,17026.57,347.48,delivery,0,170.57,1.01,"Enhetskostnad: +1.0%"
7340119380918,AW12-W,"W Fårö Wool Jersey","Sand",XXL,7,2590,370,7,2420.67,345.81,delivery,0,-169.33,-6.54,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119388631,VA0296,"W Mattmar Baselayer Top","Ink Blue",XL,16,4912,307,16,4744.09,296.51,delivery,0,-167.91,-3.42,"Enhetskostnad: -3.4%"
7340119340967,SP21-60-W,"W Fårö Wool Dress","Off White",XS,23,11976.1,520.7,23,12143.66,551.98,delivery,0,167.56,1.4,"Frakt/tull ingår troligen i ES"
7340119360828,AW330-W,"W Tärnaby Winter Skirt","Carbon Black",L,25,17627.5,705.1,25,17461.5,698.46,delivery,0,-166,-0.94,"Minimal avvikelse"
7340119360255,AW200-U,"U Sarek Long Down Hood Anorak","Chocolate and Silver Grey",S,26,25745.2,990.2,26,25910.82,996.57,delivery,0,165.62,0.64,"Minimal avvikelse"
7340119360408,AW2-W,"W Älgön Down Hood Anorak Jacket","Olive and Lilac",M,21,17577,837,21,17415.51,829.31,delivery,0,-161.49,-0.92,"Minimal avvikelse"
7340119389300,AW127-W,"W Kalix Winter Parka","Dark Emerald Green",S,33,23100,700,33,22938.63,695.11,delivery,0,-161.37,-0.7,"Minimal avvikelse"
7340119380543,VA0245,"W Aspen Active Pant","Lava Black",L,48,19392,404,48,19232.64,400.68,delivery,0,-159.36,-0.82,"Minimal avvikelse"
7340119370407,AW127-W,"W Kalix Winter Parka","Carbon Black",XL,12,8500,708.33,12,8341.32,695.11,delivery,0,-158.68,-1.87,"Enhetskostnad: -1.9%"
7340119363935,SP800-W,"W Björkäng Active Shirt","Urban Green",XL,3,1140,380,3,1298.58,432.86,delivery,0,158.58,13.91,"Frakt/tull ingår troligen i ES"
7340119370490,AW333-W,"W Stockholm City Parka","City Black",S,19,15580,820,19,15425.53,811.87,delivery,0,-154.47,-0.99,"Minimal avvikelse"
7340119387634,VA0259,"M Tvärå Down Jacket","Arctic Blue",S,8,8400,1050,8,8554.24,1069.28,delivery,0,154.24,1.84,"Enhetskostnad: +1.8%"
7340119360392,AW2-W,"W Älgön Down Hood Anorak Jacket","Olive and Lilac",S,20,16740,837,20,16586.2,829.31,delivery,0,-153.8,-0.92,"Minimal avvikelse"
7340119312995,AW12-W,"W Fårö Wool Jersey","Off White",XS,16,5920,370,16,5766.58,360.41,delivery,0,-153.42,-2.59,"Enhetskostnad: -2.6%"
7340119385890,VA0269,"M Funäs Pile Vest","Earthy Blue Check",M,67,19296,288,67,19447.91,290.27,delivery,0,151.91,0.79,"Minimal avvikelse"
7340119385999,VA0271,"W Funäs Pile Hood","Almond White",S,45,14490,322,45,14641.4,325.36,delivery,0,151.4,1.04,"Enhetskostnad: +1.0%"
7340119385814,VA0268,"M Funäs Pile Hood","Earthy Blue Check",XL,29,9976,344,29,10127.09,349.21,delivery,0,151.09,1.51,"Enhetskostnad: +1.5%"
7340119381472,VA0262,"W Ramsvik Active Dress","Coriander",M,38,18297,481.5,38,18146.14,477.53,delivery,0,-150.86,-0.82,"Minimal avvikelse"
7340119370216,AW200-U,"U Sarek Long Down Hood Anorak","Dark Emerald Green",XL,9,9081,1009,9,8932.05,992.45,delivery,0,-148.95,-1.64,"Enhetskostnad: -1.6%"
7340119386804,VA0290,"M Koltjärn Baselayer Pant","Thyme Green",L,30,4590,153,30,4735.8,157.86,delivery,0,145.8,3.18,"Enhetskostnad: +3.2%"
7340119385074,VA0274,"W Bräcke Knitted T-Neck","Dark Blue with Off White",L,16,10880,680,16,11025.68,689.11,delivery,0,145.68,1.34,"Enhetskostnad: +1.3%"
7340119386019,VA0271,"W Funäs Pile Hood","Almond White",L,58,18676,322,58,18821.36,324.51,delivery,0,145.36,0.78,"Minimal avvikelse"
7340119389560,VA0281,"W Lillå Padded Shirt","Drift Wood Beige",M,37,17760,480,37,17616.07,476.11,delivery,0,-143.93,-0.81,"Minimal avvikelse"
7340119361269,AW12-W,"W Fårö Wool Jersey","Dark Chocolate Brown",S,25,9750,390,25,9892.5,395.7,delivery,0,142.5,1.46,"Enhetskostnad: +1.5%"
7340119388570,VA0296,"W Mattmar Baselayer Top","Mesa Rose",XL,15,4590,306,15,4448.1,296.54,delivery,0,-141.9,-3.09,"Enhetskostnad: -3.1%"
7340119390504,VA0274,"W Bräcke Knitted T-Neck","Dark Blue with Off White",XS,3,2040,680,3,2181.84,727.28,delivery,0,141.84,6.95,"Frakt/tull ingår troligen i ES"
7340119381526,VA0240,"W Saltön Lightweight Coat","Silver Sage",S,23,17330.5,753.5,23,17189.05,747.35,delivery,0,-141.45,-0.82,"Minimal avvikelse"
7340119360248,SP1194-W,"W Haväng Summer Shirt","White",XL,34,13600,400,34,13741.42,404.16,delivery,0,141.42,1.04,"Enhetskostnad: +1.0%"
7340119357538,SP23-W,"W Andenäs Insulation Jacket","Willow Gold",XS,2,1520,760,2,1379.46,689.73,delivery,0,-140.54,-9.25,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119360804,AW330-W,"W Tärnaby Winter Skirt","Carbon Black",S,21,14807.1,705.1,21,14667.66,698.46,delivery,0,-139.44,-0.94,"Minimal avvikelse"
7340119353783,SP194-M,"M Haväng Corduroy Shirt","Ocean Blue",M,5,2000,400,5,1861.25,372.25,delivery,0,-138.75,-6.94,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119360361,AW2-W,"W Älgön Down Hood Anorak Jacket","Chocolate Brown",L,18,15066,837,18,14927.58,829.31,delivery,0,-138.42,-0.92,"Minimal avvikelse"
7340119381946,VA0236,"W Tjuvkil Spring Jacket","Oyster White",S,34,18836,554,34,18697.62,549.93,delivery,0,-138.38,-0.73,"Minimal avvikelse"
7340119379943,VA0235,"M Tjuvkil Spring Jacket","Lava Black",L,29,17313,597,29,17177.86,592.34,delivery,0,-135.14,-0.78,"Minimal avvikelse"
7340119386910,VA0289,"M Koltjärn Baselayer Top","Thyme Green",XL,10,1600,160,10,1734,173.4,delivery,0,134,8.38,"Frakt/tull ingår troligen i ES"
7340119364048,SP193-W,"W Åbo Active Skirt","Urban Green",M,35,14175,405,35,14308.7,408.82,delivery,0,133.7,0.94,"Minimal avvikelse"
7340119380529,VA0245,"W Aspen Active Pant","Lava Black",S,40,16160,404,40,16027.2,400.68,delivery,0,-132.8,-0.82,"Minimal avvikelse"
7340119389638,VA0281,"W Lillå Padded Shirt","Ink Blue",L,34,16320,480,34,16187.74,476.11,delivery,0,-132.26,-0.81,"Minimal avvikelse"
7340119360132,SP191-W,"W Grötö Spring Jacket","Navy Blue/Bluebell",L,1,730,730,1,603.47,603.47,delivery,0,-126.53,-17.33,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119381960,VA0236,"W Tjuvkil Spring Jacket","Oyster White",L,31,17174,554,31,17047.83,549.93,delivery,0,-126.17,-0.73,"Minimal avvikelse"
7340119388518,VA0297,"W Mattmar Baselayer Pant","Ink Blue",XL,14,3850,275,14,3724.75,266.05,delivery,0,-125.25,-3.25,"Enhetskostnad: -3.3%"
7340119353943,SP550-W,"W Åhus Biker Shorts","Graphite Black",XL,10,1150,115,10,1024.8,102.48,delivery,0,-125.2,-10.89,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119389614,VA0281,"W Lillå Padded Shirt","Ink Blue",S,32,15360,480,32,15235.52,476.11,delivery,0,-124.48,-0.81,"Minimal avvikelse"
7340119381465,VA0262,"W Ramsvik Active Dress","Coriander",S,31,14926.5,481.5,31,14803.43,477.53,delivery,0,-123.07,-0.82,"Minimal avvikelse"
7340119378908,VA0253,"M Bua Short Sleeve Shirt","Dark Navy",L,36,13280.4,368.9,36,13402.44,372.29,delivery,0,122.04,0.92,"Minimal avvikelse"
7340119382530,VA0257,"W Ålesund Active Pant","Lava Black",M,40,14816,370.4,40,14694.4,367.36,delivery,0,-121.6,-0.82,"Minimal avvikelse"
7340119340998,SP21-60-W,"W Fårö Wool Dress","Off White",L,47,24472.9,520.7,47,24593.69,523.27,delivery,0,120.79,0.49,"Minimal avvikelse"
7340119386880,VA0289,"M Koltjärn Baselayer Top","Thyme Green",S,9,1440,160,9,1560.6,173.4,delivery,0,120.6,8.37,"Frakt/tull ingår troligen i ES"
7340119388976,SPN909-J,"J Lomma Junior Towel Poncho","Sunset Coral",7-12,38,9864.8,259.6,38,9746.24,256.48,delivery,0,-118.56,-1.2,"Enhetskostnad: -1.2%"
7340119381953,VA0236,"W Tjuvkil Spring Jacket","Oyster White",M,29,16066,554,29,15947.97,549.93,delivery,0,-118.03,-0.73,"Minimal avvikelse"
7340119357699,SP23-M,"M Andenäs Insulation Jacket","Magnet Grey",M,1,817,817,1,700.81,700.81,delivery,0,-116.19,-14.22,"ES-kostnad lägre - växelkurs/tidpunkt"
7340119388730,SP775-W,"W Styrsö Wool Zip Jersey","Dark Chocolate",M,54,23112,428,54,22995.9,425.85,delivery,0,-116.1,-0.5,"Minimal avvikelse"
7340119340981,SP21-60-W,"W Fårö Wool Dress","Off White",M,45,23431.5,520.7,45,23547.15,523.27,delivery,0,115.65,0.49,"Minimal avvikelse"
7340119371985,AW459-W,"W Duved Wool Anorak","Rust Orange",XL,6,3330,555,6,3214.92,535.82,delivery,0,-115.08,-3.46,"Enhetskostnad: -3.5%"
7340119370513,AW333-W,"W Stockholm City Parka","City Black",L,14,11480,820,14,11366.18,811.87,delivery,0,-113.82,-0.99,"Minimal avvikelse"
7340119362594,AW429-W,"W Senja Insulation Pants","Soot Black",M,18,10440,580,18,10327.14,573.73,delivery,0,-112.86,-1.08,"Enhetskostnad: -1.1%"
7340119389577,VA0281,"W Lillå Padded Shirt","Drift Wood Beige",L,29,13920,480,29,13807.19,476.11,delivery,0,-112.81,-0.81,"Minimal avvikelse"
7340119373675,AW100-W,"W Blanktjärn Merino Wool Pant","Dark Emerald Green",XL,47,10649.8,226.59,47,10761.51,228.97,delivery,0,111.71,1.05,"Enhetskostnad: +1.1%"
7340119373712,AW333-M,"M Stockholm City Parka","Gold",L,9,7560,840,9,7449.03,827.67,delivery,0,-110.97,-1.47,"Enhetskostnad: -1.5%"
7340119364031,SP193-W,"W Åbo Active Skirt","Urban Green",S,29,11745,405,29,11855.78,408.82,delivery,0,110.78,0.94,"Minimal avvikelse"
7340119357958,SP80-W,"W Espevik Active Shorts","Covert Green",S,21,6510,310,21,6400.17,304.77,delivery,0,-109.83,-1.69,"Enhetskostnad: -1.7%"
7340119387740,VA0258,"W Tvärå Down Jacket","Arctic Blue",XS,3,3150,1050,3,3040.59,1013.53,delivery,0,-109.41,-3.47,"Enhetskostnad: -3.5%"
7340119387788,VA0258,"W Tvärå Down Jacket","Arctic Blue",XL,3,3150,1050,3,3040.59,1013.53,delivery,0,-109.41,-3.47,"Enhetskostnad: -3.5%"
7340119389898,VA0258,"W Tvärå Down Jacket","Ivy Green",XS,3,3150,1050,3,3040.59,1013.53,delivery,0,-109.41,-3.47,"Enhetskostnad: -3.5%"
7340119384480,VA0303,"W Lofoten Cargo Shorts 2.0","Lava Black",M,43,13287,309,43,13178.21,306.47,delivery,0,-108.79,-0.82,"Minimal avvikelse"
7340119385784,VA0268,"M Funäs Pile Hood","Earthy Blue Check",S,29,9976,344,29,10084.73,347.75,delivery,0,108.73,1.09,"Enhetskostnad: +1.1%"
7340119355268,AW125-M,"M Vargön Fat Wool Vest","Dark Chocolate",XL,17,7988.3,469.9,17,8096.76,476.28,delivery,0,108.46,1.36,"Enhetskostnad: +1.4%"
7340119386125,VA0272,"W Funäs Sweater","Almond White",M,58,16124,278,58,16232.26,279.87,delivery,0,108.26,0.67,"Minimal avvikelse"
7340119382981,VA0280,"M Fjällnäs Baselayer Pant","Dark Emerald Green",S,14,3635.8,259.7,14,3527.58,251.97,delivery,0,-108.22,-2.98,"Enhetskostnad: -3.0%"
7340119379936,VA0235,"M Tjuvkil Spring Jacket","Lava Black",M,23,13731,597,23,13623.82,592.34,delivery,0,-107.18,-0.78,"Minimal avvikelse"
7340119381113,VA0244,"W Kalvö Active Skort","Lava Black",M,49,17542,358,49,17436.65,355.85,delivery,0,-105.35,-0.6,"Minimal avvikelse"
7340119378892,VA0253,"M Bua Short Sleeve Shirt","Dark Navy",M,31,11435.9,368.9,31,11540.99,372.29,delivery,0,105.09,0.92,"Minimal avvikelse"
7340119390177,VA0287,"W Koltjärn Baselayer Top","Ink Blue",XS,8,1216,152,8,1320.88,165.11,delivery,0,104.88,8.63,"Frakt/tull ingår troligen i ES"
7340119390221,VA0287,"W Koltjärn Baselayer Top","Ink Blue",XXL,8,1216,152,8,1320.88,165.11,delivery,0,104.88,8.63,"Frakt/tull ingår troligen i ES"
